high_school,fall_term,county,frpm_pct,admit_rate_residual,expected_admit_rate,admit_rate,applicants,cds_code
CLAYTON VALLEY CHARTER HIGH SCHOOL,2017,Contra Costa,0.1793354574419663,-0.1567863807316818,0.7042316362061344,0.5474452554744526,137.0,7100740731380.0
CLOVERDALE HIGH SCHOOL,2017,Sonoma,0.4593908629441624,0.029051074874388,0.5542822584589453,0.5833333333333334,12.0,49706564930855.0
COLISEUM COLLEGE PREP ACADEMY,2017,Alameda,0.9410526315789474,-0.1937649861538002,0.6937649861538002,0.5,30.0,1612590112797.0
COLLEGE PARK HIGH SCHOOL,2017,Contra Costa,0.2035053554040896,-0.1380265927122861,0.6770890927122861,0.5390625,128.0,7617540731646.0
CONCORD HIGH SCHOOL,2017,Contra Costa,0.470785762256548,0.1163370062877631,0.6392185492677924,0.7555555555555555,45.0,7617540731836.0
CUPERTINO HIGH SCHOOL,2017,Santa Clara,0.0665226781857451,0.0769670429737667,0.7314161905591674,0.8083832335329342,334.0,43694684331799.0
DE ANZA HIGH SCHOOL,2017,Contra Costa,0.6746806912096168,-0.0049018780482023,0.6834733066196309,0.6785714285714286,56.0,7617960732164.0
DEER VALLEY HIGH SCHOOL,2017,Contra Costa,0.5487012987012987,-0.0570903111321525,0.6682014222432637,0.6111111111111112,72.0,7616480730465.0
DEL MAR HIGH SCHOOL,2017,Santa Clara,0.4223341729638958,-0.0032246865145677,0.6432246865145678,0.64,50.0,43694014331955.0
DIXON HIGH SCHOOL,2017,Solano,0.4412556053811659,-0.0410330123073713,0.6564176276919867,0.6153846153846154,52.0,48705324832259.0
DOUGHERTY VALLEY HIGH SCHOOL,2017,Contra Costa,0.0537024683122081,0.0341985084004412,0.7399191386583823,0.7741176470588236,425.0,7618040113118.0
DOZIER-LIBBEY MEDICAL HIGH SCH,2017,Contra Costa,0.5351123595505618,-0.1662127323019985,0.6551016211908874,0.4888888888888889,45.0,7616480117218.0
DR TJ OWENS GILROY EARLY COLG,2017,Santa Clara,0.3516483516483517,-0.1032771613308662,0.6542975694941315,0.5510204081632653,49.0,43694840114496.0
DUBLIN HIGH SCHOOL,2017,Alameda,0.0844337735094037,-0.0222947676315055,0.7222947676315055,0.7,200.0,1750930132704.0
EAST PALO ALTO ACADEMY,2017,San Mateo,0.8842443729903537,0.0183665801127982,0.6066334198872018,0.625,16.0,41690620126722.0
EL CAMINO HIGH,2017,San Mateo,0.2240235814296241,-0.0183028057616241,0.5351567383458938,0.5168539325842697,89.0,41690704132551.0
EL CERRITO HIGH SCHOOL,2017,Contra Costa,0.4712328767123288,0.0068673343566689,0.6624875043530084,0.6693548387096774,124.0,7617960732941.0
ELSIE ALLEN HIGH SCHOOL,2017,Sonoma,0.6925892040256175,0.0211998082986721,0.6084298213309575,0.6296296296296297,27.0,49709204930160.0
EMERY SECONDARY SCHOOL,2017,Alameda,0.6892655367231638,-0.2674438796564433,0.540171152383716,0.2727272727272727,11.0,1611680132746.0
ENVISION ACAD ARTS/TECHNOLOGY,2017,Alameda,0.7419354838709677,0.0478691066447451,0.7437975600219214,0.7916666666666666,24.0,1100170112607.0
EVERGREEN VALLEY HIGH SCHOOL,2017,Santa Clara,0.1628312412831241,-0.018830360053637,0.716282589353,0.697452229299363,314.0,43694274330692.0
FAIRFIELD HIGH SCHOOL,2017,Solano,0.6496902959394356,0.1864311173629953,0.6317507008188229,0.8181818181818182,22.0,48705404833000.0
FOOTHILL HIGH SCHOOL,2017,Alameda,0.0563314711359404,0.0044655224747475,0.6989243080337271,0.7033898305084746,236.0,1751010130096.0
FREEDOM HIGH SCHOOL,2017,Contra Costa,0.3571698827090427,-0.0872232123590048,0.6793284755168996,0.5921052631578947,76.0,7617210730457.0
FREMONT HIGH SCHOOL,2017,Alameda,0.856020942408377,-0.072091978295815,0.5938311087305976,0.5217391304347826,23.0,1612590125716.0
FREMONT HIGH SCHOOL,2017,Santa Clara,0.3219584569732938,-0.0098403105080014,0.6765069771746681,0.6666666666666666,120.0,43694684332474.0
GALILEO ACAD OF SCIENCE & TECH,2017,San Francisco,0.7852564102564102,-0.1760765707791168,0.7400576134331454,0.5639810426540285,211.0,38684783831765.0
GATEWAY HIGH SCHOOL,2017,San Francisco,0.4150943396226415,0.0692314729881553,0.690027786271104,0.7592592592592593,54.0,38684783830437.0
GEORGE WASHINGTON HIGH SCHOOL,2017,San Francisco,0.5955223880597015,-0.1815798463192045,0.7395197604822946,0.5579399141630901,233.0,38684783839081.0
GILROY HIGH SCHOOL,2017,Santa Clara,0.5877576514678327,0.04673820752371,0.62826179247629,0.675,40.0,43694844332839.0
GRANADA HIGH SCHOOL,2017,Alameda,0.1598890942698706,-0.0795359428107247,0.6567717151684483,0.5772357723577236,123.0,1612000133397.0
HALF MOON BAY HIGH SCHOOL,2017,San Mateo,0.3477386934673366,-0.0241343608738217,0.657045753278885,0.6329113924050633,79.0,41688904132817.0
HAYWARD HIGH SCHOOL,2017,Alameda,0.6567258883248731,0.0027980456395828,0.6693331019014007,0.6721311475409836,61.0,1611920133629.0
HEALDSBURG HIGH SCHOOL,2017,Sonoma,0.4499151103565365,0.0575026256863012,0.6210688028851273,0.6785714285714286,28.0,49753904932554.0
HENRY M GUNN SENIOR HIGH SCHL,2017,Santa Clara,0.0708702449192287,-0.0206157969225485,0.7490108586509436,0.7283950617283951,324.0,43696414332904.0
HENRY T GUNDERSON HIGH SCHOOL,2017,Santa Clara,0.5894454382826476,0.056786347403783,0.645341312170685,0.7021276595744681,47.0,43696664330080.0
HERCULES HIGH SCHOOL,2017,Contra Costa,0.4056224899598393,-0.0453990933663522,0.6703990933663523,0.625,88.0,7617960730598.0
HERITAGE HIGH SCHOOL,2017,Contra Costa,0.1668667466986794,-0.0772687822636645,0.6946600866114906,0.6173913043478261,115.0,7617210107797.0
HILLSDALE HIGH SCHOOL,2017,San Mateo,0.152327221438646,0.0151834663458131,0.6644281841396238,0.6796116504854369,103.0,41690474133070.0
HOMESTEAD HIGH SCHOOL,2017,Santa Clara,0.1325805102467586,0.0152672214762054,0.7308628094835469,0.7461300309597523,323.0,43694684333316.0
INDEPENDENCE HIGH SCHOOL,2017,Santa Clara,0.4870923913043478,-0.012927741806785,0.6899463753471576,0.6770186335403726,161.0,43694274330031.0
IRVINGTON HIGH SCHOOL,2017,Alameda,0.1200533570475767,0.0247085593679706,0.7159057751030191,0.7406143344709898,293.0,1611760134270.0
JAMES LICK HIGH SCHOOL,2017,Santa Clara,0.8196428571428571,0.0168761847591768,0.6194874516044595,0.6363636363636364,33.0,43694274333639.0
JAMES LOGAN HIGH SCHOOL,2017,Alameda,0.4530666666666667,-0.1474260770986751,0.6990133786859768,0.5515873015873016,252.0,1612420134668.0
JEFFERSON HIGH SCHOOL,2017,San Mateo,0.5311653116531165,-0.070046814616737,0.6341493787193011,0.5641025641025641,39.0,41689244133393.0
JESSE M BETHEL HIGH SCHOOL,2017,Solano,0.5321272613849033,-0.125964740437348,0.6451955096681173,0.5192307692307693,52.0,48705814830147.0
JOHN F KENNEDY HIGH SCHOOL,2017,Alameda,0.3768953068592058,0.0293813951584659,0.6607594499119566,0.6901408450704225,71.0,1611760134452.0
JOHN F KENNEDY HIGH SCHOOL,2017,Contra Costa,0.8273224043715847,0.0678812949472545,0.6163292313685349,0.6842105263157895,19.0,7617960733659.0
JOHN O'CONNELL HIGH SCHOOL,2017,San Francisco,0.6155913978494624,0.0166669320181946,0.6261902108389482,0.6428571428571429,14.0,38684783834769.0
JOHN SWETT HIGH SCHOOL,2017,Contra Costa,0.5501792114695341,0.1621426630088199,0.5711906703245133,0.7333333333333333,15.0,7616970737023.0
JUNE JORDAN SCHOOL FOR EQUITY,2017,San Francisco,0.6198347107438017,-0.1925102600106301,0.6470557145560846,0.4545454545454545,11.0,38684780102103.0
KIPP KING COLLEGIATE HIGH SCH,2017,Alameda,0.6277495769881557,0.0431038314291672,0.7479409446902356,0.7910447761194029,67.0,1613090114421.0
KIPP SAN FRANCISCO COLG PREP,2017,San Francisco,0.8144329896907216,-0.0596688538787065,0.7596688538787065,0.7,40.0,38684780127530.0
KIPP SAN JOSE COLLEGIATE,2017,Santa Clara,0.732,0.0903003793834434,0.7558534667704027,0.8461538461538461,65.0,43694270116889.0
LAS LOMAS HIGH SCHOOL,2017,Contra Costa,0.0777777777777777,-0.0957343352177727,0.7064725902513298,0.610738255033557,149.0,7616300733725.0
LATINO COLLEGE PREP ACADEMY,2017,Santa Clara,0.8227272727272728,-0.1014816020412707,0.6541131809886392,0.5526315789473685,38.0,43694274330668.0
LEADERSHIP PUBLIC SCH HAYWARD,2017,Alameda,0.5986159169550173,-0.0494299853629178,0.7346151705481031,0.6851851851851852,54.0,1611920108670.0
LEADERSHIP PUBLIC SCH RICHMOND,2017,Contra Costa,0.8321167883211679,-0.0545557162425996,0.7494709704798879,0.6949152542372882,59.0,7617960101477.0
LEIGH HIGH SCHOOL,2017,Santa Clara,0.05204021289178,-0.0729290615584079,0.6961174673555094,0.6231884057971014,138.0,43694014330239.0
LELAND HIGH SCHOOL,2017,Santa Clara,0.0898458266879319,0.0729840414274223,0.7121399255147265,0.7851239669421488,242.0,43696664333522.0
LIBERTY HIGH SCHOOL,2017,Contra Costa,0.3086467623109732,-0.0120713679153648,0.6834999393439363,0.6714285714285714,70.0,7617210733980.0
LIFE ACADEMY HIGH SCHOOL,2017,Alameda,0.9087048832271762,-0.1723986424988108,0.6723986424988109,0.5,32.0,1612590130575.0
LIGHTHOUSE COMMUNITY CHAR HS,2017,Alameda,0.7923076923076923,-0.214722069279152,0.7282355827926655,0.5135135135135135,37.0,1612590108944.0
LIVE OAK HIGH SCHOOL,2017,Santa Clara,0.3662940670679278,-0.1604902264127679,0.6506863048441404,0.4901960784313725,51.0,43695834333951.0
LIVERMORE HIGH SCHOOL,2017,Alameda,0.2049723756906077,-0.0642068672537385,0.6694700251484754,0.6052631578947368,76.0,1612000134536.0
LOS ALTOS HIGH SCHOOL,2017,Santa Clara,0.1574162679425837,0.0193906836702375,0.7172164591869054,0.7366071428571429,224.0,43696094334116.0
LOS GATOS HIGH SCHOOL,2017,Santa Clara,0.025512756378189,-0.0439909520718164,0.7207150900028509,0.6767241379310345,232.0,43695344334371.0
LOWELL HIGH SCHOOL,2017,San Francisco,0.3845588235294118,-0.0517681529170463,0.7959122970611905,0.7441441441441441,555.0,38684783833407.0
LYNBROOK HIGH SCHOOL,2017,Santa Clara,0.0424688561721404,0.0967046964924434,0.7496640185913555,0.8463687150837989,358.0,43694684334421.0
MADISON PARK ACADEMY,2017,Alameda,0.93359375,-0.0179202002879029,0.6542838366515393,0.6363636363636364,22.0,1612596066450.0
MAKING WAVES ACADEMY,2017,Contra Costa,0.8437900128040973,-0.109468637632939,0.7380400662043676,0.6285714285714286,35.0,7100740114470.0
MARE ISLAND TECHNOLOGY ACADEMY,2017,Solano,0.5170212765957447,0.0081875779190205,0.7286545273441373,0.7368421052631579,38.0,48705814830196.0
MARIA CARRILLO HIGH SCHOOL,2017,Sonoma,0.1609632446134347,-0.0082586641779851,0.6457586641779851,0.6375,80.0,49709204930244.0
MCCLYMONDS HIGH SCHOOL,2017,Alameda,0.8870967741935484,-0.1490666594099018,0.6196548947040195,0.4705882352941176,17.0,1612590110189.0
MENLO ATHERTON HIGH SCHOOL,2017,San Mateo,0.3452728029987505,-0.1073532119844392,0.7184643230955504,0.6111111111111112,216.0,41690624133716.0
METWEST HIGH SCHOOL,2017,Alameda,0.7660818713450293,-0.0587031556095044,0.6469384497271515,0.5882352941176471,17.0,1612590100701.0
MIDDLE COLLEGE HIGH SCHOOL,2017,Contra Costa,0.5017543859649123,0.0965961986904494,0.6620244909647229,0.7586206896551724,29.0,7617960730291.0
MILLENNIUM HIGH SCHOOL,2017,Alameda,0.0294117647058823,-0.0236850275741749,0.6236850275741749,0.6,5.0,1612750130286.0
MILLS HIGH SCHOOL,2017,San Mateo,0.1508064516129032,0.0476388233570373,0.698936519108716,0.7465753424657534,146.0,41690474134557.0
MILPITAS HIGH SCHOOL,2017,Santa Clara,0.3060385709769206,-0.0377193421339165,0.7092169266749794,0.6714975845410628,207.0,43733874334470.0
MIRAMONTE HIGH SCHOOL,2017,Contra Costa,0.0148786217697729,-0.022123550152496,0.7227604928276552,0.7006369426751592,157.0,7616300734244.0
MISSION SAN JOSE HIGH SCHOOL,2017,Alameda,0.036445332001997,0.1299156074990677,0.7573024376137142,0.8872180451127819,399.0,1611760135244.0
MISSION SENIOR HIGH SCHOOL,2017,San Francisco,0.5687732342007435,-0.1572113768991183,0.6766918963796378,0.5194805194805194,77.0,38684783834082.0
MONTA VISTA HIGH SCHOOL,2017,Santa Clara,0.0167095115681233,0.0766350688489141,0.7582486520813184,0.8348837209302326,430.0,43694684334462.0
MONTE VISTA HIGH SCHOOL,2017,Contra Costa,0.0240709459459459,-0.0645886884633426,0.7327914534403012,0.6682027649769585,217.0,7618040734368.0
MONTGOMERY HIGH SCHOOL,2017,Sonoma,0.3117283950617284,-0.0035015271383309,0.6358544683148015,0.6323529411764706,68.0,49709204934154.0
MOUNT DIABLO HIGH SCHOOL,2017,Contra Costa,0.7418154761904762,-0.1700183193127752,0.6406065546068929,0.4705882352941176,17.0,7617540734566.0
MOUNT EDEN HIGH SCHOOL,2017,Alameda,0.6113602391629297,0.0045021947545851,0.6864068961545058,0.6909090909090909,110.0,1611920135319.0
MOUNT PLEASANT HIGH SCHOOL,2017,Santa Clara,0.6716630977872948,-0.087043779891487,0.6552255980733053,0.5681818181818182,44.0,43694274334900.0
MOUNTAIN VIEW HIGH SCHOOL,2017,Santa Clara,0.1412133891213389,-0.0087918194688934,0.7146741724100699,0.7058823529411765,204.0,43696094334728.0
NAPA HIGH SCHOOL,2017,Napa,0.4721169463995668,-0.125655044566796,0.6761137601631263,0.5504587155963303,109.0,28662662835601.0
NEW TECHNOLOGY HIGH SCHOOL,2017,Napa,0.349009900990099,-0.2179932726610891,0.6179932726610892,0.4,20.0,28662662830115.0
NEWARK MEMORIAL HIGH SCHOOL,2017,Alameda,0.4456840869054609,-0.0997726978130431,0.6243628617474694,0.5245901639344263,61.0,1612340130054.0
NORTHGATE HIGH SCHOOL,2017,Contra Costa,0.0834403080872914,-0.0367150322370483,0.7057291167440906,0.6690140845070423,142.0,7617540730044.0
NOVATO HIGH SCHOOL,2017,Marin,0.3149492017416546,-0.1455439821276184,0.6730165096001459,0.5274725274725275,91.0,21654172132272.0
OAK GROVE HIGH SCHOOL,2017,Santa Clara,0.4874264312466559,-0.0843459146782484,0.6436679485765535,0.559322033898305,59.0,43694274335204.0
OAKLAND CHARTER HIGH SCHOOL,2017,Alameda,0.8,-0.0598491392884025,0.7098491392884025,0.65,60.0,1612590114868.0
OAKLAND HIGH SCHOOL,2017,Alameda,0.8745198463508322,-0.0647170562688244,0.6820010068861083,0.6172839506172839,81.0,1612590135905.0
OAKLAND INTERNATIONAL HIGH SCH,2017,Alameda,0.9666666666666668,-0.2065089413743209,0.644008941374321,0.4375,16.0,1612590115667.0
OAKLAND MILITARY INST COL PREP,2017,Alameda,0.7247437774524158,-0.0157948608209227,0.6407948608209227,0.625,16.0,1612590130617.0
OAKLAND SCHOOL FOR THE ARTS,2017,Alameda,0.0924261874197689,-0.141414884964385,0.7128434563929564,0.5714285714285714,49.0,1612593030772.0
OAKLAND TECHNICAL HIGH SCHOOL,2017,Alameda,0.448055145248646,0.0117216510011776,0.720951616325555,0.7326732673267327,202.0,1612590136051.0
OAKLAND UNITY HIGH SCHOOL,2017,Alameda,0.8434782608695652,0.0273798312384969,0.722620168761503,0.75,16.0,1612590100065.0
OCEANA HIGH SCHOOL,2017,San Mateo,0.304857621440536,-0.0630301830909501,0.6630301830909501,0.6,30.0,41689244135075.0
PALO ALTO SENIOR HIGH SCHOOL,2017,Santa Clara,0.0888554216867469,-0.0720429691739875,0.7467834536030533,0.6747404844290658,289.0,43696414335782.0
PETALUMA HIGH SCHOOL,2017,Sonoma,0.2966292134831461,-0.1443282325682049,0.6291767174166898,0.4848484848484848,66.0,49708624935151.0
PHILLIP & SALA BURTON ACAD HS,2017,San Francisco,0.5829383886255924,-0.2236486088021114,0.6851870703405729,0.4615384615384615,91.0,38684783830254.0
PIEDMONT HIGH SCHOOL,2017,Alameda,0.0123304562268803,-0.1025574569109011,0.7197449569109011,0.6171875,128.0,1612750136515.0
PIEDMONT HILLS HIGH SCHOOL,2017,Santa Clara,0.2756200280767431,-0.0659242646879404,0.6937020424657182,0.6277777777777778,180.0,43694274335907.0
PINER HIGH SCHOOL,2017,Sonoma,0.5440494590417311,0.0270820626596278,0.5729179373403721,0.6,40.0,49709204935292.0
PINOLE VALLEY HIGH SCHOOL,2017,Contra Costa,0.5902061855670103,0.0509772370842874,0.6365227629157125,0.6875,48.0,7617960735316.0
PIONEER HIGH SCHOOL,2017,Santa Clara,0.2855392156862745,-0.1666462142060834,0.6916462142060834,0.525,120.0,43696664335949.0
PITTSBURG HIGH SCHOOL,2017,Contra Costa,0.653610055539316,-0.046334649015671,0.6784101207137843,0.6320754716981132,106.0,7617880735407.0
PROSPECT HIGH SCHOOL,2017,Santa Clara,0.2167689161554192,-0.0542622003854196,0.6566718389396365,0.6024096385542169,83.0,43694014336137.0
PUBLIC SAFETY ACADEMY,2017,Solano,0.5179640718562875,0.0531679968816068,0.6134986697850597,0.6666666666666666,12.0,48705400125310.0
RANCHO COTATE HIGH SCHOOL,2017,Sonoma,0.3328729281767956,-0.1844345627308741,0.6327104247998396,0.4482758620689655,29.0,49738824935482.0
RAOUL WALLENBERG TRADITIONAL,2017,San Francisco,0.5524256651017214,-0.037610792402178,0.687610792402178,0.65,80.0,38684783830205.0
REDWOOD HIGH SCHOOL,2017,Marin,0.0503040353786622,-0.0253290999001708,0.687020642188728,0.6616915422885572,201.0,21654822132587.0
RICHMOND HIGH SCHOOL,2017,Contra Costa,0.930188679245283,-0.1277683172675925,0.6732228627221379,0.5454545454545454,66.0,7617960735902.0
RIO VISTA HIGH SCHOOL,2017,Solano,0.4506666666666666,0.0652839458831038,0.581774877646308,0.6470588235294118,17.0,34674134835302.0
RUTH ASAWA SCHOOL OF THE ARTS,2017,San Francisco,0.2063253012048193,-0.0461511645830908,0.6836511645830908,0.6375,80.0,38684783830387.0
SAINT HELENA HIGH SCHOOL,2017,Napa,0.0938166311300639,-0.0408883492291027,0.5825550158957694,0.5416666666666666,24.0,28662902837102.0
SAN JOSE HIGH SCHOOL,2017,Santa Clara,0.7438692098092643,-0.1013681311189441,0.6601916605307089,0.5588235294117647,68.0,43696664337200.0
SAN LEANDRO HIGH SCHOOL,2017,Alameda,0.5770705521472392,-0.1214738690274102,0.6677701653237065,0.5462962962962963,108.0,1612910137588.0
SAN LORENZO HIGH SCHOOL,2017,Alameda,0.7639885222381636,-0.0518903464566183,0.6483815745267938,0.5964912280701754,57.0,1613090137810.0
SAN MARIN HIGH SCHOOL,2017,Marin,0.1741198858230256,-0.0265283957578318,0.62946957222842,0.6029411764705882,68.0,21654172133056.0
SAN MATEO HIGH SCHOOL,2017,San Mateo,0.2862275449101796,-0.0266915626901486,0.6883456980284944,0.6616541353383458,133.0,41690474136370.0
SAN RAFAEL HIGH SCHOOL,2017,Marin,0.5834621329211747,-0.1472670584334156,0.6718572223678418,0.5245901639344263,61.0,21654662133262.0
SAN RAMON VALLEY HIGH SCHOOL,2017,Contra Costa,0.0198932557011159,-0.1707351041542835,0.7309445282380531,0.5602094240837696,191.0,7618040736504.0
SANTA CLARA HIGH SCHOOL,2017,Santa Clara,0.3778869778869779,-0.0633548522155492,0.6520645296349041,0.5887096774193549,124.0,43696744330122.0
SANTA ROSA HIGH SCHOOL,2017,Sonoma,0.3328387734915924,0.0552315605226404,0.6281017728106929,0.6833333333333333,60.0,49709204936803.0
SANTA TERESA HIGH SCHOOL,2017,Santa Clara,0.2102401449932034,-0.0655571286195516,0.6814991576050589,0.6159420289855072,138.0,43694274330023.0
SARATOGA HIGH SCHOOL,2017,Santa Clara,0.0066273932253313,0.0172652388703175,0.7428973627556987,0.7601626016260162,246.0,43695344337762.0
SEQUOIA HIGH SCHOOL,2017,San Mateo,0.3767186067827681,-0.0654810974282629,0.6930673043248147,0.6275862068965518,145.0,41690624136693.0
SILVER CREEK HIGH SCHOOL,2017,Santa Clara,0.3811048839071257,-0.14304012568706,0.6933756961568587,0.5503355704697986,149.0,43694274337903.0
SKYLINE HIGH SCHOOL,2017,Alameda,0.7655995659251221,-0.0910283340616817,0.6865339520392099,0.5955056179775281,89.0,1612590137943.0
SONOMA VALLEY HIGH SCHOOL,2017,Sonoma,0.5245535714285714,-0.1541840444986488,0.6736645639791683,0.5194805194805194,77.0,49709534937256.0
SOUTH SAN FRANCISCO HS,2017,San Mateo,0.369692532942899,-0.1655032935630954,0.6655032935630955,0.5,66.0,41690704137279.0
SUMMIT PREPARATORY CHARTER HIG,2017,San Mateo,0.4906542056074766,-0.025665039368272,0.725665039368272,0.7,60.0,41690620112722.0
SUMMIT PUBLIC SCHOOL-TAHOMA,2017,Santa Clara,0.4219269102990033,0.0444190801106348,0.6863501506585958,0.7307692307692307,26.0,43104390123794.0
SUMMIT PUBLIC SCHOOLS SHASTA,2017,San Mateo,0.228235294117647,0.0246242367658603,0.7075186203769968,0.7321428571428571,56.0,41689240127548.0
